Accio Passphrase! 
8-6-14 put
8-6-15 follower
8-6-16 arranges
8-6-17 trained
8-6-18 untransformed
8-6-19 faux-horcrux
8-6-20 pulls
8-7-1 seventeenth
8-7-2 bagshot
8-7-3 select
8-7-4 accomplices
8-7-5 eye
8-7-6 takes
8-7-7 marietta
8-7-8 mayhem
8-7-9 contains
8-7-10 two
8-7-11 resident
8-7-12 anger
8-7-13 campsite
8-7-14 bouncing
8-7-15 mysterious
8-7-16 homework
8-7-17 percival
8-7-18 minor
8-7-19 more
8-7-20 exchange
8-8-1 badgering
8-8-2 bulgarian
8-8-3 door
8-8-4 knows
8-8-5 ejected
8-8-6 nimbus
8-8-7 tampering
8-8-8 company
8-8-9 marks
8-8-10 sorcery
8-8-11 goads
8-8-12 squib
8-8-13 excuse
8-8-14 keyhole
8-8-15 stick
8-8-16 broke
8-8-17 decrees
8-8-18 known
8-8-19 hurry
8-8-20 producing
8-9-1 hammers
8-9-2 glad
8-9-3 presumed
8-9-4 town
8-9-5 ronan
8-9-6 none
8-9-7 fatal
8-9-8 debates
8-9-9 hour
8-9-10 decoys
8-9-11 whomping
8-9-12 sucks
8-9-13 duty
8-9-14 guards
8-9-15 offended
8-9-16 remain
8-9-17 nod
8-9-18 nine
8-9-19 hermione
8-9-20 learn
8-10-1 knocked
8-10-2 strategies
8-10-3 male
8-10-4 marble
8-10-5 brotherly
8-10-6 history
8-10-7 beautiful
8-10-8 purchases
8-10-9 embarrassing
8-10-10 dangerously
8-10-11 pushes
8-10-12 feebly
8-10-13 deplores
8-10-14 trial
8-10-15 share
8-10-16 shard
8-10-17 accept
8-10-18 states
8-10-19 contradicts
8-10-20 jealousy
8-11-1 purchased
8-11-2 reignites
8-11-3 sharp
8-11-4 unconvinced
8-11-5 scar
8-11-6 dress
8-11-7 action
8-11-8 biography
8-11-9 animagi
8-11-10 chores
8-11-11 information
8-11-12 needs
8-11-13 court
8-11-14 bat
8-11-15 desperation
8-11-16 rather
8-11-17 oyt
8-11-18 owner
8-11-19 unlucky
8-11-20 fog
8-12-1 glowing
8-12-2 speeding
8-12-3 prejudice
8-12-4 explains
8-12-5 priori
8-12-6 conceived
8-12-7 creature
8-12-8 plant
8-12-9 bedrooms
8-12-10 tried
8-12-11 rude
8-12-12 communicating
8-12-13 countryside
8-12-14 uprising
8-12-15 advice
8-12-16 sneak
8-12-17 igor
8-12-18 questioning
8-12-19 replace
8-12-20 tries
8-13-1 justin
8-13-2 spectacularly
8-13-3 coming
8-13-4 simple
8-13-5 flutter
8-13-6 nonetheless
8-13-7 dorms
8-13-8 short
8-13-9 fenrir
8-13-10 crowded
8-13-11 loud
8-13-12 quoted
8-13-13 irresponsibly
8-13-14 hauling
8-13-15 supervision
8-13-16 dragon
8-13-17 deserted
8-13-18 wishes
8-13-19 ego
8-13-20 secret-keeper
8-14-1 scaring
8-14-2 threatens
8-14-3 egg
8-14-4 pigwidgeon
8-14-5 infant
8-14-6 passages
8-14-7 remnants
8-14-8 help
8-14-9 subscription
8-14-10 september
8-14-11 developed
8-14-12 finnigan
8-14-13 advised
8-14-14 soon
8-14-15 weasley
8-14-16 outraged
8-14-17 attitude
8-14-18 paper
8-14-19 through
8-14-20 committee
8-15-1 signs
8-15-2 penned
8-15-3 pretext
8-15-4 surveillance
8-15-5 its
8-15-6 planning
8-15-7 messed
8-15-8 judges
8-15-9 rapidly
8-15-10 slipped
8-15-11 glide
8-15-12 dozens
8-15-13 botched
8-15-14 elite
8-15-15 accompanying
8-15-16 firebolt
8-15-17 actually
8-15-18 late
8-15-19 self-invented
8-15-20 absence
8-16-1 ruining
8-16-2 bypass
8-16-3 founders
8-16-4 followers
8-16-5 travelling
8-16-6 might
8-16-7 dimly
8-16-8 horcrux
8-16-9 pursue
8-16-10 hurting
8-16-11 evening
8-16-12 return
8-16-13 evaluate
8-16-14 seeking
8-16-15 food
8-16-16 largest
8-16-17 noticing
8-16-18 cupids
8-16-19 underground
8-16-20 walls
8-17-1 grubby
8-17-2 moaning
8-17-3 february
8-17-4 belittle
8-17-5 foot
8-17-6 speculate
8-17-7 bigger
8-17-8 sucked
8-17-9 mystery
8-17-10 easily
8-17-11 exits
8-17-12 imprisoned
8-17-13 pregnant
8-17-14 goldstein
8-17-15 always
8-17-16 intervene
8-17-17 instruct
8-17-18 events
8-17-19 ashes
8-17-20 legend
8-18-1 habits
8-18-2 stopped
8-18-3 turns
8-18-4 found
8-18-5 fairy
8-18-6 disapparate
8-18-7 friendship
8-18-8 marry
8-18-9 education
8-18-10 mercy
8-18-11 barrels
8-18-12 harm
8-18-13 everyone
8-18-14 england
8-18-15 mental
8-18-16 house
8-18-17 mistreatment
8-18-18 hard
8-18-19 inflates
8-18-20 idea
8-19-1 gun
8-19-2 kidnapping
8-19-3 expect
8-19-4 phrases
8-19-5 organised
8-19-6 beyond
8-19-7 scribe
8-19-8 hugo
8-19-9 harp
8-19-10 potterwatch
8-19-11 travels
8-19-12 maxine
8-19-13 syphons
8-19-14 blacks
8-19-15 item
8-19-16 nifflers
8-19-17 since
8-19-18 undervaluing
8-19-19 hilt
8-19-20 publish
8-20-1 research
8-20-2 offender
8-20-3 cheated
8-20-4 misses
8-20-5 settle
8-20-6 safety
8-20-7 hill
8-20-8 avenge
8-20-9 dying
8-20-10 issue
8-20-11 occurs
8-20-12 fled
8-20-13 harbours
8-20-14 pun
8-20-15 reporting
8-20-16 belief
8-20-17 serpent
8-20-18 utters
8-20-19 driver
8-20-20 friday
9-1-1 dementors
9-1-2 horse
9-1-3 pub
9-1-4 purebloods
9-1-5 houses
9-1-6 reason
9-1-7 base
9-1-8 members
9-1-9 ask
9-1-10 equipped
9-1-11 teach
9-1-12 rises
9-1-13 beginning
9-1-14 spread
9-1-15 azkaban
9-1-16 thrown
9-1-17 director
9-1-18 situations
9-1-19 benefits
9-1-20 service
9-2-1 english
9-2-2 prophet
9-2-3 life-threatening
9-2-4 terrible
9-2-5 lunatic
9-2-6 durmstrang
9-2-7 third-floor
9-2-8 anti-werewolf
9-2-9 expecting
9-2-10 threat
9-2-11 fourth-years
9-2-12 castle
9-2-13 fallen
9-2-14 throws
9-2-15 reinforced
9-2-16 promoted
9-2-17 major
9-2-18 mishandles
9-2-19 rowena
9-2-20 feel
9-3-1 dumbfounded
9-3-2 beforehand
9-3-3 pests
9-3-4 knocking
9-3-5 number
9-3-6 valentine
9-3-7 feet
9-3-8 elder
9-3-9 slithers
9-3-10 revolution
9-3-11 done
9-3-12 soapy
9-3-13 halfway
9-3-14 undoes
9-3-15 wages
9-3-16 wager
9-3-17 miss
9-3-18 causing
9-3-19 regret
9-3-20 portraying
9-4-1 passes
9-4-2 story
9-4-3 heads
9-4-4 temperature
9-4-5 swarm
9-4-6 introduction
9-4-7 leading
9-4-8 interact
9-4-9 threatening
9-4-10 least
9-4-11 disapparates
9-4-12 bleeding
9-4-13 station
9-4-14 tighter
9-4-15 storm
9-4-16 dealing
9-4-17 disapparated
9-4-18 founder
9-4-19 hundred
9-4-20 recovered
9-5-1 witnessing
9-5-2 shifted
9-5-3 selling
9-5-4 gleefully
9-5-5 passed
9-5-6 relationship
9-5-7 trapped
9-5-8 relieved
9-5-9 catchpole
9-5-10 needle
9-5-11 cauldrons
9-5-12 blaise
9-5-13 prediction
9-5-14 entrants
9-5-15 luckily
9-5-16 part
9-5-17 telephone
9-5-18 rifle
9-5-19 necklace
9-5-20 inventing
9-6-1 missed
9-6-2 sign
9-6-3 convinced
9-6-4 inferno
9-6-5 stirs
9-6-6 king
9-6-7 kind
9-6-8 grew
9-6-9 compliments
9-6-10 thestrals
9-6-11 affiliation
9-6-12 gotten
9-6-13 instruction
9-6-14 grey
9-6-15 aims
9-6-16 recording
9-6-17 nevertheless
9-6-18 feathers
9-6-19 determined
9-6-20 supposed
9-7-1 salazar
9-7-2 toward
9-7-3 treated
9-7-4 remembers
9-7-5 cruciatus
9-7-6 enamoured
9-7-7 executioner
9-7-8 deciding
9-7-9 obstacles
9-7-10 minds
9-7-11 headwear
9-7-12 arachnophobic
9-7-13 suspicious
9-7-14 ages
9-7-15 direct
9-7-16 awoken
9-7-17 rewards
9-7-18 contest
9-7-19 sentences
9-7-20 three-quarters
9-8-1 warmly
9-8-2 confirms
9-8-3 admitting
9-8-4 orders
9-8-5 vulnerable
9-8-6 sell
9-8-7 lie
9-8-8 snatch
9-8-9 nights
9-8-10 painful
9-8-11 built
9-8-12 drunk
9-8-13 dancing
9-8-14 partly
9-8-15 self
9-8-16 cave
9-8-17 commotion
9-8-18 couch
9-8-19 lit
9-8-20 swallowing
9-9-1 costs
9-9-2 sandwiches
9-9-3 terry
9-9-4 obviously
9-9-5 finding
9-9-6 sherry
9-9-7 irritated
9-9-8 relief
9-9-9 club
9-9-10 awakens
9-9-11 play
9-9-12 hotel
9-9-13 godfather
9-9-14 warnings
9-9-15 singles
9-9-16 albert
9-9-17 eggs
9-9-18 flute
9-9-19 reach
9-9-20 disconcerted
9-10-1 reunited
9-10-2 summons
9-10-3 most
9-10-4 endangering
9-10-5 charm
9-10-6 plan
9-10-7 eaten
9-10-8 position
9-10-9 nothing
9-10-10 reunites
9-10-11 extremely
9-10-12 achievement
9-10-13 appear
9-10-14 understands
9-10-15 cause
9-10-16 artefacts
9-10-17 reinforcement
9-10-18 bug
9-10-19 windows
9-10-20 performances
9-11-1 clear
9-11-2 popularity
9-11-3 coincides
9-11-4 traditional
9-11-5 odds
9-11-6 mandrake
9-11-7 cramped
9-11-8 organise
9-11-9 wage
9-11-10 implanted
9-11-11 personality
9-11-12 jordan
9-11-13 seventeen
9-11-14 realised
9-11-15 dragged
9-11-16 lying
9-11-17 joining
9-11-18 surrey
9-11-19 thomas
9-11-20 particularly
9-12-1 gold
9-12-2 reconciles
9-12-3 detection
9-12-4 disappointed
9-12-5 stumped
9-12-6 deep
9-12-7 session
9-12-8 hats
9-12-9 slytherin
9-12-10 three-headed
9-12-11 coins
9-12-12 fine
9-12-13 overwhelmed
9-12-14 costing
9-12-15 impact
9-12-16 current
9-12-17 giant
9-12-18 believe
9-12-19 favourable
9-12-20 paranoid
9-13-1 nervous
9-13-2 writes
9-13-3 heavily
9-13-4 you-know-who
9-13-5 paranoia
9-13-6 unhappy
9-13-7 flushing
9-13-8 penalty
9-13-9 failed
9-13-10 interlock
9-13-11 nagini
9-13-12 explodes
9-13-13 snobbish
9-13-14 criticising
9-13-15 gills
9-13-16 discuss
9-13-17 giants
9-13-18 dismisses
9-13-19 his
9-13-20 founding
9-14-1 therefore
9-14-2 permission
9-14-3 smaller
9-14-4 banned
9-14-5 express
9-14-6 brink
9-14-7 assumed
9-14-8 trees
9-14-9 obtain
9-14-10 blank
9-14-11 famous
9-14-12 feels
9-14-13 courage
9-14-14 hid
9-14-15 longest
9-14-16 pretending
9-14-17 shared
9-14-18 boils
9-14-19 during
9-14-20 beards
9-15-1 him
9-15-2 chimney
9-15-3 distraction
9-15-4 wheezes
9-15-5 enemy
9-15-6 catches
9-15-7 catcher
9-15-8 cries
9-15-9 incapacitated
9-15-10 childhood
9-15-11 tabby
9-15-12 retaliation
9-15-13 remove
9-15-14 crazy-looking
9-15-15 sacrifices
9-15-16 dismounted
9-15-17 drown
9-15-18 gloves
9-15-19 common
9-15-20 witches
9-16-1 quirrel
9-16-2 gathered
9-16-3 cease
9-16-4 vincent
9-16-5 poisoned
9-16-6 precaution
9-16-7 wrote
9-16-8 approaching
9-16-9 insane
9-16-10 arcturus
9-16-11 bars
9-16-12 set
9-16-13 burkes
9-16-14 greet
9-16-15 creator
9-16-16 throwing
9-16-17 enabled
9-16-18 opposing
9-16-19 hauled
9-16-20 tended
9-17-1 wizengamot
9-17-2 collectively
9-17-3 lion
9-17-4 reputation
9-17-5 bare
9-17-6 are
9-17-7 tender
9-17-8 chambers
9-17-9 forthcoming
9-17-10 arm
9-17-11 declined
9-17-12 lee
9-17-13 knees
9-17-14 learns
9-17-15 threats
9-17-16 spirits
9-17-17 fang
9-17-18 visiting
9-17-19 pictures
9-17-20 parseltongue
9-18-1 please
9-18-2 topmost
9-18-3 case
9-18-4 smallest
9-18-5 various
9-18-6 boarding
9-18-7 honour
9-18-8 testified
9-18-9 probably
9-18-10 burned
9-18-11 spells
9-18-12 numerous
9-18-13 funeral
9-18-14 rita
9-18-15 meal
9-18-16 knowing
9-18-17 recently
9-18-18 creating
9-18-19 unconscious
9-18-20 announcement
9-19-1 initially
9-19-2 barty
9-19-3 sold
9-19-4 attention
9-19-5 pillowlike
9-19-6 confiscated
9-19-7 wreath
9-19-8 vanishing
9-19-9 succeed
9-19-10 apparates
9-19-11 betrayed
9-19-12 confiscates
9-19-13 basin
9-19-14 slated
9-19-15 alters
9-19-16 bronze
9-19-17 half-hour
9-19-18 both
9-19-19 orphanage
9-19-20 going-away
9-20-1 last
9-20-2 wolfsbane
9-20-3 secrets
9-20-4 grief-stricken
9-20-5 archway
9-20-6 barely
9-20-7 first-years
9-20-8 interrogate
9-20-9 gaunt
9-20-10 foreign
9-20-11 connection
9-20-12 became
9-20-13 enchantments
9-20-14 forgotten
9-20-15 vault
9-20-16 risky
9-20-17 whole
9-20-18 bott
9-20-19 albeit
9-20-20 load
10-1-1 sentenced
10-1-2 cakes
10-1-3 binns
10-1-4 point
10-1-5 reasons
10-1-6 kedavra
10-1-7 herbology
10-1-8 stuck
10-1-9 allegiance
10-1-10 whatever
10-1-11 hollow
10-1-12 skips
10-1-13 reported
10-1-14 simply
10-1-15 dobby
10-1-16 tapestry
10-1-17 village
10-1-18 owe
10-1-19 volunteered
10-1-20 throughout
10-2-1 mission
10-2-2 persecuted
10-2-3 expensive
10-2-4 bolster
10-2-5 startling
10-2-6 consuming
10-2-7 devil
10-2-8 raise
10-2-9 agree
10-2-10 create
10-2-11 underage
10-2-12 due
10-2-13 teacher
10-2-14 whom
10-2-15 secret
10-2-16 bludgers
10-2-17 ensured
10-2-18 ireland
10-2-19 contained
10-2-20 collected
10-3-1 applying
10-3-2 brick
10-3-3 wait
10-3-4 meeting
10-3-5 empty
10-3-6 astonishment
10-3-7 suffocate
10-3-8 attention-seeking
10-3-9 first-year
10-3-10 lived
10-3-11 flight
10-3-12 champion
10-3-13 advertise
10-3-14 sending
10-3-15 fire
10-3-16 hour-long
10-3-17 remark
10-3-18 else
10-3-19 anthony
10-3-20 lives
10-4-1 representative
10-4-2 wedding
10-4-3 extensive
10-4-4 extracted
10-4-5 presses
10-4-6 stolen
10-4-7 look
10-4-8 guarding
10-4-9 frozen
10-4-10 straight
10-4-11 bill
10-4-12 governor
10-4-13 impersonating
10-4-14 admire
10-4-15 forgetting
10-4-16 while
10-4-17 replaced
10-4-18 galleons
10-4-19 fun
10-4-20 kissing
10-5-1 kirke
10-5-2 guide
10-5-3 flees
10-5-4 vaults
10-5-5 hoping
10-5-6 cupid-dwarf
10-5-7 backing
10-5-8 decline
10-5-9 praising
10-5-10 encountered
10-5-11 hoax
10-5-12 reads
10-5-13 itself
10-5-14 impersonate
10-5-15 aloud
10-5-16 owes
10-5-17 ready
10-5-18 rid
10-5-19 bow
10-5-20 weapon
10-6-1 shunning
10-6-2 chase
10-6-3 funny
10-6-4 unworthy
10-6-5 earn
10-6-6 anymore
10-6-7 headless
10-6-8 belong
10-6-9 wherein
10-6-10 read
10-6-11 discredit
10-6-12 contents
10-6-13 corridor
10-6-14 grand
10-6-15 carrow
10-6-16 advise
10-6-17 hallway
10-6-18 used
10-6-19 gamekeeper
10-6-20 affairs
10-7-1 keys
10-7-2 assignment
10-7-3 submerged
10-7-4 mudbloods
10-7-5 restrains
10-7-6 holidays
10-7-7 domestic-elf
10-7-8 steps
10-7-9 moment
10-7-10 flown
10-7-11 uses
10-7-12 cleaning
10-7-13 flamel
10-7-14 chang
10-7-15 recent
10-7-16 savoury
10-7-17 dark
10-7-18 ingenious
10-7-19 task
10-7-20 smothers
10-8-1 older
10-8-2 ill-reputed
10-8-3 reginald
10-8-4 anybody
10-8-5 picks
10-8-6 sports
10-8-7 person
10-8-8 cheer
10-8-9 edge
10-8-10 uncertainy
10-8-11 yearlong
10-8-12 dares
10-8-13 entry
10-8-14 sulking
10-8-15 coaxes
10-8-16 spend
10-8-17 distances
10-8-18 watching
10-8-19 abilities
10-8-20 knot
10-9-1 red-haired
10-9-2 examinations
10-9-3 staffing
10-9-4 patil
10-9-5 teenage
10-9-6 quarters
10-9-7 product
10-9-8 distracting
10-9-9 shape
10-9-10 openly
10-9-11 tennis
10-9-12 questions
10-9-13 behind
10-9-14 poltergeist
10-9-15 constrictor
10-9-16 prince
10-9-17 letting
10-9-18 tables
10-9-19 cut
10-9-20 conjured
10-10-1 goblet
10-10-2 cup
10-10-3 blankets
10-10-4 extra
10-10-5 cemetery
10-10-6 mixture
10-10-7 grim
10-10-8 shouting
10-10-9 conjures
10-10-10 parents
10-10-11 location
10-10-12 crying
10-10-13 monday
10-10-14 tormented
10-10-15 violations
10-10-16 easter
10-10-17 remaining
10-10-18 hates
10-10-19 useless
10-10-20 minerva
10-11-1 dwarves
10-11-2 march
10-11-3 forces
10-11-4 awakes
10-11-5 demands
10-11-6 “holey
10-11-7 bid
10-11-8 doorbell
10-11-9 contacts
10-11-10 judgement
10-11-11 game
10-11-12 quest
10-11-13 clutched
10-11-14 private
10-11-15 grunnings
10-11-16 necessary
10-11-17 bit
10-11-18 awaken
10-11-19 helpful
10-11-20 knock
10-12-1 sorting
10-12-2 lost
10-12-3 house-elves
10-12-4 follows
10-12-5 signal
10-12-6 seemingly
10-12-7 ignore
10-12-8 uproar
10-12-9 arthur
10-12-10 continue
10-12-11 borrows
10-12-12 cattermole
10-12-13 uncomfortable
10-12-14 cronies
10-12-15 fault
10-12-16 privately
10-12-17 love
10-12-18 permanent
10-12-19 often
10-12-20 hinted
10-13-1 voldemort-controlled
10-13-2 fake
10-13-3 some
10-13-4 back
10-13-5 house-elf
10-13-6 predictably
10-13-7 lips
10-13-8 towards
10-13-9 admitted
10-13-10 sight
10-13-11 mirror
10-13-12 credibility
10-13-13 curious
10-13-14 classes
10-13-15 pale
10-13-16 electric
10-13-17 delivered
10-13-18 gradually
10-13-19 amongst
10-13-20 maiden
10-14-1 culprit
10-14-2 claw
10-14-3 pet
10-14-4 decision
10-14-5 excitement
10-14-6 per
10-14-7 senior
10-14-8 pounding
10-14-9 behave
10-14-10 slash
10-14-11 quote
10-14-12 similarities
10-14-13 miraculous
10-14-14 dating
10-14-15 red-handed
10-14-16 headmaster
10-14-17 laughing
10-14-18 sympathetic
10-14-19 measures
10-14-20 run
10-15-1 taxing
10-15-2 scurrying
10-15-3 jumps
10-15-4 lose
10-15-5 continuing
10-15-6 agreement
10-15-7 refused
10-15-8 zombie
10-15-9 step
10-15-10 nowhere
10-15-11 lasts
10-15-12 served
10-15-13 refuses
10-15-14 cannons
10-15-15 taboo
10-15-16 intense
10-15-17 neighbourhood
10-15-18 handled
10-15-19 react
10-15-20 asserting
10-16-1 seriousness
10-16-2 deserved
10-16-3 corpse
10-16-4 knockturn
10-16-5 completing
10-16-6 firing
10-16-7 stonewall
10-16-8 piled
10-16-9 ambush
10-16-10 involving
10-16-11 greets
10-16-12 mouth
10-16-13 hatched
10-16-14 great-nephew
10-16-15 consequently
10-16-16 valour
10-16-17 block
10-16-18 seeing
10-16-19 duo
10-16-20 extracurricular
10-17-1 weasleys
10-17-2 unnoticed
10-17-3 twelve
10-17-4 relish
10-17-5 caretaker
10-17-6 into
10-17-7 within
10-17-8 nonsense
10-17-9 crookshanks
10-17-10 harasses
10-17-11 services
10-17-12 café
10-17-13 lesson
10-17-14 cho
10-17-15 grimmauld
10-17-16 rolls
10-17-17 katie
10-17-18 behaving
10-17-19 impressed
10-17-20 sad
10-18-1 joking
10-18-2 few
10-18-3 spending
10-18-4 ruined
10-18-5 placing
10-18-6 question
10-18-7 sneaks
10-18-8 long
10-18-9 disarmed
10-18-10 overpower
10-18-11 occupy
10-18-12 perp
10-18-13 heritage
10-18-14 forward
10-18-15 bored
10-18-16 scared
10-18-17 opens
10-18-18 etc
10-18-19 withholding
10-18-20 himself
10-19-1 newsman
10-19-2 invite
10-19-3 inferi
10-19-4 resentment
10-19-5 collapsed
10-19-6 memory
10-19-7 specialty
10-19-8 searching
10-19-9 boys
10-19-10 properly
10-19-11 library
10-19-12 fishy
10-19-13 congratulates
10-19-14 forbidding
10-19-15 toffee
10-19-16 line
10-19-17 doubling
10-19-18 raising
10-19-19 posted
10-19-20 directed
10-20-1 ideals
10-20-2 skull
10-20-3 restarted
10-20-4 replaces
10-20-5 sounds
10-20-6 requesting
10-20-7 sells
10-20-8 flagon
10-20-9 international
10-20-10 last-minute
10-20-11 boards
10-20-12 continuously
10-20-13 laison
10-20-14 similar
10-20-15 called
10-20-16 yelled
10-20-17 bell
10-20-18 possession
10-20-19 curt
10-20-20 impostor
11-1-1 aided
11-1-2 raining
11-1-3 horses
11-1-4 fawn
11-1-5 recreate
11-1-6 copy
11-1-7 personally
11-1-8 yellow
11-1-9 chaos
11-1-10 four
11-1-11 ease
11-1-12 protest
11-1-13 pure-bloods
11-1-14 sleep
11-1-15 spiders
11-1-16 hating
11-1-17 conjuring
11-1-18 undersecretary
11-1-19 captain
11-1-20 hate
11-2-1 assembled
11-2-2 skeleton
11-2-3 disgust
11-2-4 whose
11-2-5 ceases
11-2-6 eligible
11-2-7 basement
11-2-8 spew
11-2-9 scold
11-2-10 wingardium
11-2-11 wizardry
11-2-12 specialising
11-2-13 presents
11-2-14 neighbours
11-2-15 bike
11-2-16 voted
11-2-17 under
11-2-18 filius
11-2-19 teaching
11-2-20 pride
11-3-1 sway
11-3-2 worth
11-3-3 consumed
11-3-4 shoes
11-3-5 figg
11-3-6 lure
11-3-7 saves
11-3-8 risk
11-3-9 co-operation
11-3-10 beedle
11-3-11 rise
11-3-12 sufficient
11-3-13 differently
11-3-14 song
11-3-15 merope
11-3-16 fidelius
11-3-17 every
11-3-18 jack
11-3-19 talons
11-3-20 annihilate
11-4-1 overcomes
11-4-2 affect
11-4-3 seals
11-4-4 bringing
11-4-5 vast
11-4-6 imperiused
11-4-7 tickets
11-4-8 believed
11-4-9 school
11-4-10 basics
11-4-11 pince
11-4-12 prize
11-4-13 skills
11-4-14 pinch
11-4-15 sturgis
11-4-16 storming
11-4-17 herbert
11-4-18 solid
11-4-19 woods
11-4-20 announced
11-5-1 murders
11-5-2 heading
11-5-3 clothes
11-5-4 enjoy
11-5-5 force
11-5-6 rebuilding
11-5-7 awake
11-5-8 warns
11-5-9 hanging
11-5-10 bacon
11-5-11 japanese
11-5-12 griphook
11-5-13 second
11-5-14 persuade
11-5-15 doubt
11-5-16 end-of-term
11-5-17 hestia
11-5-18 arms
11-5-19 kidnap
11-5-20 passwords
11-6-1 quill
11-6-2 theory
11-6-3 even
11-6-4 oldest
11-6-5 hide
11-6-6 creevey
11-6-7 saved
11-6-8 horcruxes
11-6-9 selected
11-6-10 fingers
11-6-11 poison
11-6-12 reasoning
11-6-13 lights
11-6-14 above
11-6-15 beater
11-6-16 new
11-6-17 leviosa
11-6-18 conjure
11-6-19 ever
11-6-20 consisting
11-7-1 reviving
11-7-2 told
11-7-3 simultaneously
11-7-4 screams
11-7-5 reporter
11-7-6 molly
11-7-7 weakness
11-7-8 never
11-7-9 stared
11-7-10 here
11-7-11 fates
11-7-12 breadboard
11-7-13 met
11-7-14 protection
11-7-15 china
11-7-16 second-hand
11-7-17 actions
11-7-18 dorm
11-7-19 path
11-7-20 stares
11-8-1 confronts
11-8-2 growing
11-8-3 celebration
11-8-4 stresses
11-8-5 kids
11-8-6 daughter
11-8-7 credentials
11-8-8 luggage
11-8-9 alchemist
11-8-10 leaves
11-8-11 changed
11-8-12 envoy
11-8-13 completely
11-8-14 reports
11-8-15 ignoring
11-8-16 ottery
11-8-17 mentor
11-8-18 smoke
11-8-19 suitable
11-8-20 changes
11-9-1 punishment
11-9-2 fell
11-9-3 criticism
11-9-4 golden
11-9-5 secure
11-9-6 magically
11-9-7 owed
11-9-8 researched
11-9-9 hatred
11-9-10 explained
11-9-11 angrily
11-9-12 feelings
11-9-13 county
11-9-14 ajar
11-9-15 ridicules
11-9-16 moral
11-9-17 jackets
11-9-18 romantically
11-9-19 counts
11-9-20 removal
11-10-1 disables
11-10-2 borgin
11-10-3 plot
11-10-4 overhear
11-10-5 cheating
11-10-6 would
11-10-7 army
11-10-8 double
11-10-9 remainder
11-10-10 hospital
11-10-11 century
11-10-12 ploy
11-10-13 chooses
11-10-14 privet
11-10-15 insult
11-10-16 occupying
11-10-17 heroically
11-10-18 noting
11-10-19 call
11-10-20 calm
11-11-1 raids
11-11-2 strike
11-11-3 survive
11-11-4 fainting
11-11-5 leaky
11-11-6 until
11-11-7 separated
11-11-8 coupled
11-11-9 supporters
11-11-10 scrimgeour
11-11-11 wary
11-11-12 successful
11-11-13 brings
11-11-14 expose
11-11-15 feared
11-11-16 dormitories
11-11-17 award
11-11-18 hurt
11-11-19 warn
11-11-20 glass
11-12-1 adult
11-12-2 lord
11-12-3 allies
11-12-4 hole
11-12-5 hold
11-12-6 casualties
11-12-7 must
11-12-8 worst
11-12-9 locked
11-12-10 room
11-12-11 shoos
11-12-12 stairs
11-12-13 hideous
11-12-14 work
11-12-15 refusing
11-12-16 roof
11-12-17 regrets
11-12-18 locket
11-12-19 determining
11-12-20 gossiping
11-13-1 reward
11-13-2 plunges
11-13-3 confined
11-13-4 example
11-13-5 piers
11-13-6 protean
11-13-7 inscription
11-13-8 loosen
11-13-9 majority
11-13-10 overhears
11-13-11 wand
11-13-12 give
11-13-13 household
11-13-14 laughs
11-13-15 husband
11-13-16 dragons
11-13-17 gadgets
11-13-18 indicates
11-13-19 overheard
11-13-20 extendable
11-14-1 want
11-14-2 portkeys
11-14-3 wrenched
11-14-4 appearance
11-14-5 caterwauling
11-14-6 times
11-14-7 association
11-14-8 advancing
11-14-9 rescue
11-14-10 ceremony
11-14-11 hog
11-14-12 sought
11-14-13 end
11-14-14 abruptly
11-14-15 scolding
11-14-16 complaining
11-14-17 reconciliation
11-14-18 travel
11-14-19 sitting
11-14-20 intruders
11-15-1 recovers
11-15-2 how
11-15-3 amazing
11-15-4 regaining
11-15-5 listless
11-15-6 boats
11-15-7 alighted
11-15-8 disgrace
11-15-9 fudge
11-15-10 kitchens
11-15-11 badly
11-15-12 mess
11-15-13 reconciled
11-15-14 earlier
11-15-15 damaged
11-15-16 demanding
11-15-17 bombarded
11-15-18 shores
11-15-19 wrong
11-15-20 considers
11-16-1 lay
11-16-2 destined
11-16-3 passageway
11-16-4 outbursts
11-16-5 law
11-16-6 lap
11-16-7 excited
11-16-8 puff
11-16-9 vance
11-16-10 entrusted
11-16-11 attempt
11-16-12 third
11-16-13 converses
11-16-14 bullies
11-16-15 wins
11-16-16 acknowledged
11-16-17 headquarters
11-16-18 fictional
11-16-19 motorbikes
11-16-20 owls
11-17-1 maintain
11-17-2 green
11-17-3 frequent
11-17-4 goodbye
11-17-5 enter
11-17-6 plumbing
11-17-7 diary
11-17-8 stra
11-17-9 overtakes
11-17-10 seamus
11-17-11 order
11-17-12 lockhart
11-17-13 wine
11-17-14 restriction
11-17-15 executed
11-17-16 zacharias
11-17-17 office
11-17-18 curled
11-17-19 sprout
11-17-20 over
11-18-1 expects
11-18-2 branded
11-18-3 hidden
11-18-4 aurors
11-18-5 suspend
11-18-6 london
11-18-7 inflated
11-18-8 strangle
11-18-9 intoxicated
11-18-10 rubeus
11-18-11 before
11-18-12 glances
11-18-13 unknown
11-18-14 deathly
11-18-15 submitted
11-18-16 fit
11-18-17 mandrakes
11-18-18 personal
11-18-19 fireplace
11-18-20 fix
11-19-1 blown
11-19-2 pius
11-19-3 interfere
11-19-4 writing
